;group;user;task_id;funnel
1297;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Bull Market;{'started': 1, 'create_shape': 0, 'submitted': 0, 'completed': 0}
1298;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Few Clues;{'started': 3, 'create_shape': 4, 'submitted': 0, 'completed': 0}
1299;7a01ab37bd2729626dcaf96166390315;17f8fdb215276b60e1b97a24962ad0f2;Orange Dance;{'started': 2, 'create_shape': 3, 'submitted': 0, 'completed': 0}
1300;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1301;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 3, 'completed': 1}
1302;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1303;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;4. Match Silhouettes;{'started': 4, 'create_shape': 10, 'submitted': 19, 'completed': 1}
1304;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;5. Removing Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1305;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1306;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;7. Max 2 Boxes;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1307;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1308;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1309;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Square Cross-Sections;{'started': 1, 'create_shape': 4, 'submitted': 2, 'completed': 1}
1310;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Bird Fez;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
1311;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Pi Henge;{'started': 1, 'create_shape': 8, 'submitted': 1, 'completed': 1}
1312;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 1, 'completed': 1}
1313;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1314;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Boxes Obscure Spheres;{'started': 2, 'create_shape': 8, 'submitted': 1, 'completed': 1}
1315;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Object Limits;{'started': 2, 'create_shape': 1, 'submitted': 2, 'completed': 1}
1316;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Warm Up;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1317;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Angled Silhouette;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1318;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1319;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1320;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Tall and Small;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1321;7a01ab37bd2729626dcaf96166390315;9e663ef15cba5a9afa81c93d878e0142;Ramp Up and Can It;{'started': 1, 'create_shape': 1, 'submitted': 0, 'completed': 0}
1322;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1323;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1324;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
1325;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1326;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;5. Removing Objects;{'started': 2, 'create_shape': 12, 'submitted': 3, 'completed': 1}
1327;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1328;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;7. Max 2 Boxes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1329;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1330;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1331;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Square Cross-Sections;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
1332;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Bird Fez;{'started': 1, 'create_shape': 5, 'submitted': 4, 'completed': 1}
1333;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Pi Henge;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
1334;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 3, 'completed': 1}
1335;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Pyramids are Strange;{'started': 2, 'create_shape': 8, 'submitted': 4, 'completed': 1}
1336;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Boxes Obscure Spheres;{'started': 3, 'create_shape': 17, 'submitted': 5, 'completed': 1}
1337;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Object Limits;{'started': 2, 'create_shape': 2, 'submitted': 18, 'completed': 1}
1338;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Warm Up;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1339;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Angled Silhouette;{'started': 1, 'create_shape': 7, 'submitted': 7, 'completed': 1}
1340;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1341;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 15, 'completed': 1}
1342;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Tall and Small;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1343;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Ramp Up and Can It;{'started': 2, 'create_shape': 7, 'submitted': 8, 'completed': 0}
1344;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;More Than Meets Your Eye;{'started': 1, 'create_shape': 11, 'submitted': 1, 'completed': 1}
1345;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Not Bird;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 0}
1346;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Unnecessary;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 0}
1347;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Zzz;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1348;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Bull Market;{'started': 1, 'create_shape': 0, 'submitted': 0, 'completed': 0}
1349;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Few Clues;{'started': 1, 'create_shape': 0, 'submitted': 0, 'completed': 0}
1350;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Orange Dance;{'started': 1, 'create_shape': 0, 'submitted': 0, 'completed': 0}
1351;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Bear Market;{'started': 1, 'create_shape': 0, 'submitted': 0, 'completed': 0}
1352;7a01ab37bd2729626dcaf96166390315;ff8662d59180b49cef99ccbea2414fac;Sandbox;{'started': 1, 'create_shape': 1, 'submitted': 0, 'completed': 0}
1353;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1354;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1355;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 4, 'completed': 1}
1356;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1357;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;5. Removing Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1358;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
1359;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;7. Max 2 Boxes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1360;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1361;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1362;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Square Cross-Sections;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
1363;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Bird Fez;{'started': 1, 'create_shape': 4, 'submitted': 2, 'completed': 1}
1364;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Pi Henge;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1365;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 1, 'completed': 1}
1366;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1367;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Boxes Obscure Spheres;{'started': 1, 'create_shape': 6, 'submitted': 1, 'completed': 1}
1368;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Object Limits;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
1369;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Warm Up;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1370;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Angled Silhouette;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1371;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1372;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Bear Market;{'started': 5, 'create_shape': 32, 'submitted': 4, 'completed': 0}
1373;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 4, 'completed': 1}
1374;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Tall and Small;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1375;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Ramp Up and Can It;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1376;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;More Than Meets Your Eye;{'started': 1, 'create_shape': 12, 'submitted': 1, 'completed': 1}
1377;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Not Bird;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
1378;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Unnecessary;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1379;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Zzz;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1380;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Bull Market;{'started': 1, 'create_shape': 5, 'submitted': 1, 'completed': 1}
1381;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Few Clues;{'started': 2, 'create_shape': 20, 'submitted': 6, 'completed': 1}
1382;7a01ab37bd2729626dcaf96166390315;8b44d17f9b0196463b19431a948a9e98;Orange Dance;{'started': 3, 'create_shape': 12, 'submitted': 1, 'completed': 1}
1383;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1384;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1385;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1386;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1387;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;5. Removing Objects;{'started': 1, 'create_shape': 9, 'submitted': 2, 'completed': 1}
1388;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 2, 'completed': 1}
1389;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;7. Max 2 Boxes;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1390;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1391;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1392;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Square Cross-Sections;{'started': 1, 'create_shape': 7, 'submitted': 3, 'completed': 1}
1393;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Bird Fez;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
1394;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Pi Henge;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 1}
1395;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;45-Degree Rotations;{'started': 1, 'create_shape': 5, 'submitted': 4, 'completed': 1}
1396;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1397;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Boxes Obscure Spheres;{'started': 3, 'create_shape': 25, 'submitted': 10, 'completed': 2}
1398;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Object Limits;{'started': 2, 'create_shape': 6, 'submitted': 7, 'completed': 0}
1399;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1400;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 4, 'completed': 1}
1401;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Tall and Small;{'started': 1, 'create_shape': 2, 'submitted': 4, 'completed': 1}
1402;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Ramp Up and Can It;{'started': 1, 'create_shape': 5, 'submitted': 8, 'completed': 1}
1403;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;More Than Meets Your Eye;{'started': 1, 'create_shape': 6, 'submitted': 2, 'completed': 1}
1404;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Not Bird;{'started': 1, 'create_shape': 8, 'submitted': 3, 'completed': 0}
1405;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Unnecessary;{'started': 1, 'create_shape': 5, 'submitted': 4, 'completed': 0}
1406;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Zzz;{'started': 1, 'create_shape': 4, 'submitted': 4, 'completed': 1}
1407;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Bull Market;{'started': 2, 'create_shape': 6, 'submitted': 1, 'completed': 0}
1408;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Few Clues;{'started': 2, 'create_shape': 7, 'submitted': 4, 'completed': 1}
1409;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Orange Dance;{'started': 1, 'create_shape': 6, 'submitted': 2, 'completed': 0}
1410;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Bear Market;{'started': 3, 'create_shape': 7, 'submitted': 1, 'completed': 0}
1411;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Warm Up;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1412;7a01ab37bd2729626dcaf96166390315;d73754f6b5d308b307e394440a59d165;Angled Silhouette;{'started': 1, 'create_shape': 4, 'submitted': 2, 'completed': 1}
1413;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1414;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 4, 'completed': 1}
1415;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1416;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1417;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;5. Removing Objects;{'started': 1, 'create_shape': 7, 'submitted': 38, 'completed': 1}
1418;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;6. Stretch a Ramp;{'started': 1, 'create_shape': 2, 'submitted': 12, 'completed': 1}
1419;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;7. Max 2 Boxes;{'started': 2, 'create_shape': 1, 'submitted': 3, 'completed': 1}
1420;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 7, 'completed': 1}
1421;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 5, 'completed': 1}
1422;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Square Cross-Sections;{'started': 1, 'create_shape': 5, 'submitted': 4, 'completed': 1}
1423;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Boxes Obscure Spheres;{'started': 2, 'create_shape': 8, 'submitted': 6, 'completed': 1}
1424;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Bird Fez;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
1425;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Pi Henge;{'started': 1, 'create_shape': 6, 'submitted': 3, 'completed': 1}
1426;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;45-Degree Rotations;{'started': 2, 'create_shape': 10, 'submitted': 7, 'completed': 1}
1427;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Pyramids are Strange;{'started': 1, 'create_shape': 4, 'submitted': 3, 'completed': 1}
1428;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Object Limits;{'started': 2, 'create_shape': 2, 'submitted': 6, 'completed': 1}
1429;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Warm Up;{'started': 1, 'create_shape': 3, 'submitted': 2, 'completed': 1}
1430;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Angled Silhouette;{'started': 2, 'create_shape': 7, 'submitted': 6, 'completed': 1}
1431;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1432;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Stranger Shapes;{'started': 2, 'create_shape': 4, 'submitted': 9, 'completed': 1}
1433;7a01ab37bd2729626dcaf96166390315;f58c606cf3549cbca186b628293cf2b3;Tall and Small;{'started': 1, 'create_shape': 2, 'submitted': 9, 'completed': 0}
1434;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1435;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;2. Separated Boxes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1436;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;3. Rotate a Pyramid;{'started': 1, 'create_shape': 1, 'submitted': 3, 'completed': 1}
1437;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;4. Match Silhouettes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1438;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;5. Removing Objects;{'started': 1, 'create_shape': 5, 'submitted': 2, 'completed': 1}
1439;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;6. Stretch a Ramp;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
1440;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;7. Max 2 Boxes;{'started': 2, 'create_shape': 3, 'submitted': 4, 'completed': 0}
1441;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Square Cross-Sections;{'started': 1, 'create_shape': 7, 'submitted': 0, 'completed': 0}
1442;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Bird Fez;{'started': 1, 'create_shape': 3, 'submitted': 3, 'completed': 0}
1443;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Sandbox;{'started': 1, 'create_shape': 4, 'submitted': 0, 'completed': 0}
1444;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;8. Combine 2 Ramps;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1445;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;9. Scaling Round Objects;{'started': 1, 'create_shape': 2, 'submitted': 6, 'completed': 0}
1446;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 1}
1447;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 1, 'completed': 0}
1448;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Zzz;{'started': 1, 'create_shape': 4, 'submitted': 1, 'completed': 1}
1449;95cd1f045a0329cf5595ae734ae7ae43;15246dfc4342ffe2601e4ecee9017eea;Bull Market;{'started': 1, 'create_shape': 3, 'submitted': 1, 'completed': 0}
1450;7a01ab37bd2729626dcaf96166390315;993408ffe6e0e8aead57ab51a1ef269d;9. Scaling Round Objects;{'started': 1, 'create_shape': 3, 'submitted': 3, 'completed': 1}
1451;7a01ab37bd2729626dcaf96166390315;993408ffe6e0e8aead57ab51a1ef269d;Sugar Cones;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 1}
1452;7a01ab37bd2729626dcaf96166390315;993408ffe6e0e8aead57ab51a1ef269d;Stranger Shapes;{'started': 1, 'create_shape': 2, 'submitted': 2, 'completed': 0}
1453;95cd1f045a0329cf5595ae734ae7ae43;62dad8bdc4268597b3ee4964cc2a3a87;Sandbox;{'started': 3, 'create_shape': 157, 'submitted': 0, 'completed': 0}
1454;95cd1f045a0329cf5595ae734ae7ae43;62dad8bdc4268597b3ee4964cc2a3a87;1. One Box;{'started': 1, 'create_shape': 1, 'submitted': 1, 'completed': 1}
