;TotalTime;avg_complete_time;completed;group;group_user_id;puzzle;order
5. Removing Objects;2.25;2.28;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~eb28ab106ea3efb1b9e586b1b531b7b8;5. Removing Objects;5.0
6. Stretch a Ramp;1.0;1.05;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~eb28ab106ea3efb1b9e586b1b531b7b8;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~eb28ab106ea3efb1b9e586b1b531b7b8;7. Max 2 Boxes;7.0
1. One Box;1.16;1.16;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;1. One Box;1.0
2. Separated Boxes;5.32;5.4;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.41;0.45;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;3. Rotate a Pyramid;3.0
4. Match Silhouettes;1.39;1.43;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;4. Match Silhouettes;4.0
5. Removing Objects;0.49;0.52;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;5. Removing Objects;5.0
6. Stretch a Ramp;3.76;3.85;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.45;0.46;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.69;1.71;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;2.18;2.27;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;9. Scaling Round Objects;9.0
Square Cross-Sections;2.42;4.94;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Square Cross-Sections;10.0
Bird Fez;1.75;1.79;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Bird Fez;11.0
Pi Henge;1.76;1.81;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Pi Henge;12.0
45-Degree Rotations;1.99;2.16;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;45-Degree Rotations;13.0
Pyramids are Strange;1.67;1.71;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Pyramids are Strange;14.0
Boxes Obscure Spheres;8.09;8.14;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Boxes Obscure Spheres;15.0
Object Limits;0.93;0.99;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Object Limits;16.0
Warm Up;0.33;0.36;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Warm Up;17.0
Angled Silhouette;3.41;3.44;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Angled Silhouette;18.0
Sugar Cones;0.88;0.92;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Sugar Cones;19.0
Stranger Shapes;0.91;0.95;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Stranger Shapes;20.0
Tall and Small;2.07;2.12;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Tall and Small;21.0
Ramp Up and Can It;2.8;2.83;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Ramp Up and Can It;22.0
More Than Meets Your Eye;2.91;2.95;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;More Than Meets Your Eye;23.0
Not Bird;2.82;2.86;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Not Bird;24.0
Unnecessary;4.91;4.94;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Unnecessary;
Zzz;2.95;2.36;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Zzz;26.0
Bull Market;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~a37a6bbde30f576840b754d721c3b767;Bull Market;27.0
1. One Box;0.48;0.51;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450;1. One Box;1.0
2. Separated Boxes;0.83;0.89;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.56;0.59;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450;3. Rotate a Pyramid;3.0
4. Match Silhouettes;5.42;5.64;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450;4. Match Silhouettes;4.0
5. Removing Objects;7.88;7.91;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450;5. Removing Objects;5.0
6. Stretch a Ramp;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~712d1197ed1e2c07b4c8544bd192c450;6. Stretch a Ramp;6.0
1. One Box;10.68;10.65;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;1. One Box;1.0
2. Separated Boxes;0.91;0.94;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.07;1.11;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;3. Rotate a Pyramid;3.0
4. Match Silhouettes;3.31;3.36;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;4. Match Silhouettes;4.0
5. Removing Objects;0.35;0.39;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;5. Removing Objects;5.0
6. Stretch a Ramp;0.24;0.24;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~f5c024ffd3a74a95a557f9c2099d5dc4;7. Max 2 Boxes;7.0
1. One Box;0.17;0.21;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;1. One Box;1.0
2. Separated Boxes;0.24;0.29;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.2;0.26;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.26;0.31;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;4. Match Silhouettes;4.0
5. Removing Objects;0.3;0.36;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;5. Removing Objects;5.0
6. Stretch a Ramp;0.36;0.39;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.32;0.39;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;0.51;0.56;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.43;0.47;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;9. Scaling Round Objects;9.0
Square Cross-Sections;1.04;1.1;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Square Cross-Sections;10.0
Bird Fez;1.92;1.96;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Bird Fez;11.0
Pi Henge;1.16;1.21;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Pi Henge;12.0
45-Degree Rotations;1.25;1.28;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;45-Degree Rotations;13.0
Pyramids are Strange;1.99;2.03;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Pyramids are Strange;14.0
Boxes Obscure Spheres;1.36;1.4;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Boxes Obscure Spheres;15.0
Object Limits;10.26;10.32;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Object Limits;16.0
Warm Up;0.95;0.97;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Warm Up;17.0
Angled Silhouette;0.81;0.86;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Angled Silhouette;18.0
Sugar Cones;0.78;0.81;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Sugar Cones;19.0
Stranger Shapes;1.58;1.61;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Stranger Shapes;20.0
Tall and Small;2.93;2.94;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Tall and Small;21.0
Ramp Up and Can It;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Ramp Up and Can It;22.0
More Than Meets Your Eye;2.57;2.57;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;More Than Meets Your Eye;23.0
Not Bird;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Not Bird;24.0
Sandbox;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~aee91e2e71de85a2f48d3d1a62749939;Sandbox;
1. One Box;0.97;0.94;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;1. One Box;1.0
2. Separated Boxes;0.76;0.79;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.48;0.62;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.77;0.79;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;4. Match Silhouettes;4.0
5. Removing Objects;0.83;0.88;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;5. Removing Objects;5.0
6. Stretch a Ramp;1.04;1.08;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.67;0.72;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.12;1.16;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.72;0.72;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;9. Scaling Round Objects;9.0
Square Cross-Sections;3.34;3.39;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;Square Cross-Sections;10.0
Bird Fez;3.32;3.36;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;Bird Fez;11.0
Pi Henge;0.87;2.03;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;Pi Henge;12.0
45-Degree Rotations;1.61;1.65;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;45-Degree Rotations;13.0
Pyramids are Strange;2.42;2.61;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;Pyramids are Strange;14.0
Boxes Obscure Spheres;5.98;6.02;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;Boxes Obscure Spheres;15.0
Object Limits;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~7dbcf48d9abd3b7ac3e5efa0cb8fe8a2;Object Limits;16.0
Square Cross-Sections;3.55;3.51;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Square Cross-Sections;10.0
Bird Fez;2.38;2.43;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Bird Fez;11.0
Pi Henge;2.23;2.29;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Pi Henge;12.0
45-Degree Rotations;1.53;1.58;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;45-Degree Rotations;13.0
Pyramids are Strange;7.68;7.72;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Pyramids are Strange;14.0
Boxes Obscure Spheres;2.34;2.39;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Boxes Obscure Spheres;15.0
Object Limits;4.43;4.45;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Object Limits;16.0
Warm Up;0.6;0.65;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Warm Up;17.0
Angled Silhouette;0.62;0.66;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Angled Silhouette;18.0
Sugar Cones;1.09;1.13;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Sugar Cones;19.0
Bear Market;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Bear Market;30.0
Stranger Shapes;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Stranger Shapes;20.0
Sandbox;0.0;0.0;0.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~c658a12e036d24a8bc2e0e0fa2343ade;Sandbox;
1. One Box;0.94;0.91;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;1. One Box;1.0
2. Separated Boxes;0.74;0.79;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;2. Separated Boxes;2.0
3. Rotate a Pyramid;1.44;1.48;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;3. Rotate a Pyramid;3.0
4. Match Silhouettes;2.71;2.75;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;4. Match Silhouettes;4.0
5. Removing Objects;4.56;4.6;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;5. Removing Objects;5.0
6. Stretch a Ramp;5.25;5.29;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;6. Stretch a Ramp;6.0
7. Max 2 Boxes;23.75;23.81;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.48;2.69;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.98;1.0;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;9. Scaling Round Objects;9.0
Square Cross-Sections;0.79;0.82;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;Square Cross-Sections;10.0
Bird Fez;2.87;1.87;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;Bird Fez;11.0
Pi Henge;1.04;1.14;1.0;c6262795f034865c9e9203305638ee79;c6262795f034865c9e9203305638ee79~743b7d8a8341513e9865fdb1d08685b0;Pi Henge;12.0
More Than Meets Your Eye;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;More Than Meets Your Eye;23.0
Bull Market;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;Bull Market;27.0
Bear Market;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;Bear Market;30.0
Few Clues;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;Few Clues;28.0
Orange Dance;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;Orange Dance;29.0
Not Bird;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;Not Bird;24.0
Zzz;0.0;0.0;0.0;4fe25833f555e9903d2bb6bbeec3fbfb;4fe25833f555e9903d2bb6bbeec3fbfb~5d9c68c6c50ed3d02a2fcf54f63993b6;Zzz;26.0
1. One Box;0.21;0.21;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;1. One Box;1.0
2. Separated Boxes;0.99;1.03;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;2. Separated Boxes;2.0
3. Rotate a Pyramid;0.24;0.29;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;3. Rotate a Pyramid;3.0
4. Match Silhouettes;0.58;0.65;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;4. Match Silhouettes;4.0
5. Removing Objects;1.31;1.38;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;5. Removing Objects;5.0
6. Stretch a Ramp;0.76;0.81;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;6. Stretch a Ramp;6.0
7. Max 2 Boxes;0.38;0.44;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;7. Max 2 Boxes;7.0
8. Combine 2 Ramps;1.55;1.6;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;8. Combine 2 Ramps;8.0
9. Scaling Round Objects;0.59;0.7;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;9. Scaling Round Objects;9.0
Square Cross-Sections;2.0;2.11;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Square Cross-Sections;10.0
Bird Fez;0.7;0.74;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Bird Fez;11.0
Pi Henge;0.76;0.86;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Pi Henge;12.0
45-Degree Rotations;0.63;0.67;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;45-Degree Rotations;13.0
Pyramids are Strange;2.95;2.99;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Pyramids are Strange;14.0
Boxes Obscure Spheres;2.82;2.82;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Boxes Obscure Spheres;15.0
Object Limits;0.85;1.69;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Object Limits;16.0
Warm Up;0.4;0.43;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Warm Up;17.0
Angled Silhouette;0.7;0.75;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Angled Silhouette;18.0
Sugar Cones;0.41;0.98;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Sugar Cones;19.0
Stranger Shapes;5.03;5.19;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Stranger Shapes;20.0
Zzz;0.52;0.52;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Zzz;26.0
Tall and Small;1.28;1.54;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Tall and Small;21.0
Bear Market;0.0;0.0;0.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Bear Market;30.0
More Than Meets Your Eye;2.08;2.14;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;More Than Meets Your Eye;23.0
Not Bird;3.93;4.14;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Not Bird;24.0
Unnecessary;4.79;4.85;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Unnecessary;
Ramp Up and Can It;2.52;2.64;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Ramp Up and Can It;22.0
Bull Market;3.89;10.52;1.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Bull Market;27.0
Few Clues;0.0;0.0;0.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Few Clues;28.0
Orange Dance;0.0;0.0;0.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Orange Dance;29.0
Sandbox;0.0;0.0;0.0;7a01ab37bd2729626dcaf96166390315;7a01ab37bd2729626dcaf96166390315~5724b11c82858d1aa6e80f800fda71df;Sandbox;
