n_attempt;group;user;task_id;cum_this_puzzle_attempt;timestamp;percentage_tutorial;percentage_intermediate;percentage_advanced;attempts_per_puzzle;user_elo;puzzle_elo;puzzle_difficulty;n_events;n_check_solution;bestSubmit;n_breaks;n_manipulation_events;n_snapshot;n_rotate_view;completed;1. One Box;2. Separated Boxes;3. Rotate a Pyramid;4. Match Silhouettes;45-Degree Rotations;5. Removing Objects;6. Stretch a Ramp;7. Max 2 Boxes;8. Combine 2 Ramps;9. Scaling Round Objects;Angled Silhouette;Bear Market;Bird Fez;Boxes Obscure Spheres;Bull Market;Few Clues;More Than Meets Your Eye;Not Bird;Object Limits;Orange Dance;Pi Henge;Pyramids are Strange;Ramp Up and Can It;Sandbox;Square Cross-Sections;Stranger Shapes;Sugar Cones;Tall and Small;Tetromino;Unnecessary;Warm Up;Zzz
1034;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;6. Stretch a Ramp;1;2019-09-17 10:52:47.694715-04:00;55.56;0.0;0.0;1.0;0.0;0.42;0.11;31.0;1.0;100.0;0.0;13.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1035;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;7. Max 2 Boxes;1;2019-09-17 10:53:36.733776-04:00;66.67;0.0;0.0;1.0;0.0;0.6;0.08;25.0;2.0;100.0;0.0;7.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1036;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;8. Combine 2 Ramps;1;2019-09-17 10:54:37.473967-04:00;77.78;0.0;0.0;1.0;0.0;0.57;0.07;55.0;1.0;100.0;0.0;22.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1037;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;9. Scaling Round Objects;1;2019-09-17 10:55:58.610832-04:00;88.89;0.0;0.0;1.0;0.0;0.58;0.13;52.0;2.0;33.33;2.0;17.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1038;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Square Cross-Sections;1;2019-09-17 11:00:22.831914-04:00;100.0;0.0;0.0;1.0;0.0;0.99;0.2;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1039;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Warm Up;1;2019-09-17 11:06:28.076389-04:00;100.0;0.0;0.0;1.11;0.0;0.6;0.18;22.0;1.0;100.0;0.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1040;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Object Limits;1;2019-09-17 11:07:10.285159-04:00;100.0;0.0;7.69;1.1;0.08;1.62;0.26;17.0;2.0;100.0;1.0;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1041;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Pi Henge;1;2019-09-17 11:07:58.625564-04:00;100.0;11.11;7.69;1.09;0.24;1.26;0.07;49.0;1.0;100.0;0.0;20.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1042;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;45-Degree Rotations;1;2019-09-17 11:09:57.953130-04:00;100.0;22.22;7.69;1.08;0.3;0.78;0.1;41.0;1.0;100.0;2.0;21.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1043;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Pyramids are Strange;1;2019-09-17 11:11:51.623008-04:00;100.0;33.33;7.69;1.08;0.37;1.29;0.18;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1044;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Bird Fez;1;2019-09-17 11:18:56.708873-04:00;100.0;33.33;7.69;1.15;0.37;1.77;0.16;39.0;1.0;100.0;4.0;19.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1045;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Pyramids are Strange;2;2019-09-17 11:22:46.990859-04:00;100.0;44.44;7.69;1.14;0.44;1.29;0.18;77.0;1.0;0.0;2.0;31.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1046;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Boxes Obscure Spheres;1;2019-09-17 11:58:57.188075-04:00;100.0;44.44;7.69;1.21;0.44;1.91;0.27;104.0;1.0;33.33;2.0;37.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1047;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Sandbox;1;2019-09-17 12:19:48.082212-04:00;100.0;44.44;7.69;1.29;0.44;0.0;0.0;43.0;0.0;0.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1048;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Square Cross-Sections;2;2019-09-18 10:44:17.109000-04:00;100.0;44.44;7.69;1.36;0.44;0.99;0.2;52.0;2.0;66.67;2.0;18.0;0.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1049;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Angled Silhouette;1;2019-09-18 10:50:20.256132-04:00;100.0;44.44;7.69;1.5;0.44;1.35;0.15;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1050;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Sugar Cones;1;2019-09-18 10:50:33.591481-04:00;100.0;44.44;7.69;1.57;0.44;0.9;0.09;35.0;1.0;33.33;0.0;21.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0
1051;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Stranger Shapes;1;2019-09-18 10:51:35.504912-04:00;100.0;44.44;15.38;1.53;0.52;1.7;0.28;75.0;6.0;0.0;1.0;22.0;0.0;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
1052;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Tall and Small;1;2019-09-18 10:54:47.268475-04:00;100.0;44.44;15.38;1.6;0.52;1.73;0.27;102.0;2.0;33.33;0.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0
1053;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Zzz;1;2019-09-18 10:57:19.460638-04:00;100.0;44.44;15.38;1.67;0.52;1.81;0.23;49.0;2.0;66.67;0.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1054;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Zzz;2;2019-09-18 10:58:02.131850-04:00;100.0;44.44;15.38;1.73;0.52;1.81;0.23;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1055;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Bull Market;1;2019-09-18 10:58:05.374830-04:00;100.0;44.44;15.38;1.8;0.52;2.98;0.36;382.0;7.0;0.0;0.0;291.0;6.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1056;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Bear Market;1;2019-09-18 11:09:43.279411-04:00;100.0;44.44;15.38;1.87;0.52;3.0;1.0;109.0;2.0;0.0;0.0;69.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1057;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Few Clues;1;2019-09-18 11:12:16.716464-04:00;100.0;44.44;15.38;1.93;0.52;1.93;0.32;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1058;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Ramp Up and Can It;1;2019-09-18 11:14:15.587440-04:00;100.0;44.44;15.38;2.0;0.52;1.73;0.21;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1059;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Sandbox;2;2019-09-18 11:14:25.732464-04:00;100.0;44.44;15.38;2.07;0.52;0.0;0.0;168.0;0.0;0.0;0.0;123.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1060;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Angled Silhouette;2;2019-09-18 12:00:09.886616-04:00;100.0;44.44;15.38;2.2;0.52;1.35;0.15;25.0;1.0;0.0;3.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1061;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Few Clues;2;2019-09-18 12:09:55.575695-04:00;100.0;44.44;15.38;2.27;0.52;1.93;0.32;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1062;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Unnecessary;1;2019-09-18 12:09:59.571861-04:00;100.0;44.44;15.38;2.33;0.52;1.74;0.76;191.0;1.0;50.0;3.0;148.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0
1063;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Orange Dance;1;2019-09-18 12:15:57.597354-04:00;100.0;44.44;15.38;2.4;0.52;2.37;0.65;5.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1064;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Angled Silhouette;3;2019-09-18 12:16:33.106881-04:00;100.0;44.44;15.38;2.47;0.52;1.35;0.15;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1065;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;More Than Meets Your Eye;1;2019-09-18 12:16:39.479025-04:00;100.0;44.44;15.38;2.53;0.52;1.2;0.19;48.0;1.0;100.0;0.0;24.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1066;7a01ab37bd2729626dcaf96166390315;29fba46101c93b24f73945ea1e3994ef;Not Bird;1;2019-09-18 12:17:49.915164-04:00;100.0;44.44;23.08;2.44;0.59;2.13;0.26;50.0;2.0;0.0;1.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1067;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;1. One Box;1;2019-09-17 10:45:56.295012-04:00;0.0;0.0;0.0;0.0;0.0;0.0;0.0;9.0;1.0;100.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1068;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;2. Separated Boxes;1;2019-09-17 10:46:28.180976-04:00;11.11;0.0;0.0;1.0;0.0;0.12;0.11;18.0;2.0;50.0;0.0;6.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1069;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;3. Rotate a Pyramid;1;2019-09-17 10:48:12.254781-04:00;22.22;0.0;0.0;1.0;0.0;0.23;0.08;8.0;1.0;0.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1070;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;4. Match Silhouettes;1;2019-09-17 10:59:35.013382-04:00;33.33;0.0;0.0;1.33;0.0;0.42;0.06;11.0;1.0;100.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1071;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;5. Removing Objects;1;2019-09-17 11:00:08.696464-04:00;44.44;0.0;0.0;1.25;0.0;0.48;0.11;50.0;2.0;50.0;1.0;16.0;0.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1072;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;6. Stretch a Ramp;1;2019-09-17 11:10:51.494223-04:00;55.56;0.0;0.0;1.4;0.0;0.42;0.11;47.0;2.0;33.33;1.0;20.0;0.0;14.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1073;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;7. Max 2 Boxes;1;2019-09-17 11:12:39.633634-04:00;66.67;0.0;0.0;1.33;0.0;0.6;0.08;20.0;2.0;33.33;0.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1074;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;8. Combine 2 Ramps;1;2019-09-17 11:16:20.794893-04:00;77.78;0.0;0.0;1.43;0.0;0.57;0.07;25.0;1.0;50.0;2.0;13.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1075;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;9. Scaling Round Objects;1;2019-09-17 11:18:38.429885-04:00;88.89;0.0;0.0;1.38;0.0;0.58;0.13;20.0;3.0;100.0;1.0;7.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1076;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Square Cross-Sections;1;2019-09-17 11:20:44.680492-04:00;100.0;0.0;0.0;1.33;0.0;0.99;0.2;28.0;1.0;100.0;0.0;12.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1077;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Bird Fez;1;2019-09-17 11:58:56.872957-04:00;100.0;11.11;0.0;1.5;0.11;1.77;0.16;53.0;3.0;0.0;2.0;21.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1078;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Pi Henge;1;2019-09-17 12:00:31.533465-04:00;100.0;22.22;0.0;1.55;0.19;1.26;0.07;35.0;2.0;100.0;0.0;14.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1079;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;45-Degree Rotations;1;2019-09-17 12:02:15.970154-04:00;100.0;33.33;0.0;1.5;0.25;0.78;0.1;33.0;1.0;100.0;1.0;15.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1080;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Pyramids are Strange;1;2019-09-17 12:03:27.876769-04:00;100.0;44.44;0.0;1.46;0.32;1.29;0.18;50.0;4.0;0.0;2.0;20.0;0.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1081;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Boxes Obscure Spheres;1;2019-09-17 12:16:17.849185-04:00;100.0;55.56;0.0;1.64;0.43;1.91;0.27;82.0;8.0;66.67;0.0;30.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1082;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Object Limits;1;2019-09-18 10:44:04.487340-04:00;100.0;66.67;7.69;1.69;0.65;1.62;0.26;36.0;4.0;100.0;1.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1083;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Warm Up;1;2019-09-18 10:42:58.923000-04:00;100.0;66.67;0.0;1.73;0.59;0.6;0.18;21.0;1.0;33.33;1.0;6.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0
1084;7a01ab37bd2729626dcaf96166390315;16877a7d2e69929dcf77a5b6ea4e6cd9;Angled Silhouette;1;2019-09-18 10:44:58.811668-04:00;100.0;77.78;7.69;1.65;0.77;1.35;0.15;22.0;1.0;100.0;0.0;8.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
